t0,session,day,label,fam,grade,mgrade,instr,px,first,n_eps,hold,brk,amb,dist,mfe1,mae1
1788351719000,LONDON,2026-09-02,VWAP+1σ,VWAP*,A,A,hold,29117.48,break,5,3,2,0,4.020000000000437,17.229999999999563,-18.270000000000437
1788351719000,LONDON,2026-09-02,RTH-L,RTH-L,A,A,support,29001.75,untouched,0,0,0,0,119.75,0,0
1788353043000,LONDON,2026-09-02,VWAP,VWAP*,A,A,magnet_meanrevert — retest/reclaim zone,29066.56,ambiguous_horizon,7,2,4,1,1.1899999999986903,14.18999999999869,-7.31000000000131
1788354110000,LONDON,2026-09-02,VWAP−1σ,VWAP*,A,A,mean_revert,29014.19,untouched,0,0,0,0,41.81000000000131,0,0
1788354584000,NY,2026-09-02,VWAP−1σ,VWAP*,A,A,mean_revert,29014.14,untouched,0,0,0,0,47.11000000000058,0,0
1788354584000,NY,2026-09-02,OB(bull)·4h (HTF),OB,A,A,target,28917.25,untouched,0,0,0,0,144.0,0,0
1788355247000,LONDON,2026-09-02,VWAP−1σ,VWAP*,A,A,fade,29014.42,untouched,0,0,0,0,64.33000000000175,0,0
1788355247000,LONDON,2026-09-02,OB(bear)·4h (HTF),OB,A,,target,29563.12,untouched,0,0,0,0,484.369999999999,0,0
1788356728000,NY,2026-09-02,VWAP+1σ,VWAP*,A,A,magnet_meanrevert,29115.1,break,2,1,1,0,50.599999999998545,19.900000000001455,-28.349999999998545
1788356728000,NY,2026-09-02,OR-H,OR-H,A,A,liquidity_break,29102.0,break,1,0,1,0,37.5,26.25,-15.25
1788356728000,NY,2026-09-02,OR-L,OR-L,A,A,liquidity_break,29042.75,hold,3,3,0,0,21.75,0.0,-30.75
1788358878000,NY,2026-09-02,VWAP+1σ,VWAP*,A,A,magnet/mean-revert; reclaimed = long trigger,29111.58,hold,1,1,0,0,67.91999999999825,5.330000000001746,-34.169999999998254
1788360352000,NY,2026-09-02,VWAP+1σ,VWAP*,A,A,magnet_meanrevert,29135.65,break,6,2,2,2,40.349999999998545,27.900000000001455,-5.099999999998545
1788362553000,NY,2026-09-02,VWAP+1σ,VWAP*,A,A,reclaim,29143.97,hold,14,8,2,4,27.029999999998836,8.220000000001164,-22.279999999998836
1788364253000,NY,2026-09-02,VWAP+1σ,VWAP*,A,A,buy,29153.35,break,17,5,6,6,0.6500000000014552,30.400000000001455,-12.599999999998545
1788366019000,NY,2026-09-02,VWAP+1σ,VWAP*,A,A,fade/reclaim magnet,29158.47,ambiguous_horizon,14,2,4,8,11.529999999998836,16.220000000001164,-17.279999999998836
1788367630000,NY,2026-09-02,VWAP+1σ,VWAP*,A,A,magnet_meanrevert,29161.16,break,10,1,3,6,20.659999999999854,19.590000000000146,-13.159999999999854
1788369910000,NY,2026-09-02,VWAP+1σ,VWAP*,A,A,fade magnet / first long target,29163.03,ambiguous_horizon,8,1,1,6,15.529999999998836,10.970000000001164,-20.279999999998836
1788372135000,NY,2026-09-02,PDH,PDH,A,A,target,29550.75,untouched,0,0,0,0,397.0,0,0
1788372135000,NY,2026-09-02,VWAP+1σ,VWAP*,A,A,mean_revert,29163.99,hold,8,2,2,4,10.2400000000016,1.5099999999983993,-17.9900000000016
1788373716000,NY,2026-09-02,VWAP+1σ,VWAP*,A,A,magnet_meanrevert,29165.06,hold,5,1,1,3,6.31000000000131,9.68999999999869,-20.81000000000131
1788373716000,NY,2026-09-02,PDH,PDH,A,A,react_zone,29450.5,untouched,0,0,0,0,291.75,0,0
1788373716000,NY,2026-09-02,Supply·4h (HTF),SUPPLY,A,A,react_zone,29462.5,untouched,0,0,0,0,303.75,0,0
1788375419000,NY,2026-09-02,VWAP−1σ,VWAP*,A,A,sweep_reclaim_long,29050.13,untouched,0,0,0,0,92.36999999999898,0,0
1788375419000,NY,2026-09-02,VWAP,VWAP*,A,A,reclaim_long,29108.47,untouched,0,0,0,0,34.029999999998836,0,0
1788375419000,NY,2026-09-02,OB(bear)·4h,OB,C,C,confluence_reference,29154.38,ambiguous_horizon,5,0,0,5,11.880000000001019,17.11999999999898,-8.380000000001019
1788375419000,NY,2026-09-02,VWAP+1σ,VWAP*,A,A,fade_short,29166.8,ambiguous_horizon,5,0,2,3,24.299999999999272,4.700000000000728,-15.799999999999272
1788375419000,NY,2026-09-02,PDH,PDH,A,A,react_zone,29317.25,untouched,0,0,0,0,174.75,0,0
1788375419000,NY,2026-09-02,FVG·1h (HTF),FVG,A,A,target_only,29336.88,untouched,0,0,0,0,194.38000000000102,0,0
1788387509000,ASIA,2026-09-02,ONH,ONH,A,A,liquidity_break / failed-sweep fade trigger,29189.25,ambiguous_horizon,19,6,6,7,2.5,19.5,0.0
1788387509000,ASIA,2026-09-02,Supply·1h,SUPPLY,C,C,"htf confluence only, not standalone",29209.25,ambiguous_horizon,15,4,9,2,22.5,3.75,-8.75
1788387509000,ASIA,2026-09-02,PDH,PDH,A,A,react_zone upside target,29317.25,break,9,4,5,0,130.5,42.5,-3.5
1788387509000,ASIA,2026-09-02,OB(bull)·1h (HTF),OB,A,A,target_only runner,29324.5,break,8,3,5,0,137.75,35.25,-10.75
1788387509000,ASIA,2026-09-02,VWAP+1σ,VWAP*,A,A,magnet_meanrevert target,29175.56,ambiguous_horizon,20,4,9,7,11.18999999999869,8.56000000000131,-2.9399999999986903
1788387509000,ASIA,2026-09-02,ONL,ONL,A,A,liquidity_break / sweep-reclaim long trigger,29149.0,ambiguous_horizon,12,4,6,2,37.75,7.75,-14.5
1788387509000,ASIA,2026-09-02,Demand·4h (HTF),DEMAND,A,A,target_only,29136.25,hold,12,6,4,2,50.5,3.25,-18.5
1788387509000,ASIA,2026-09-02,PDC,PDC,B,B,target_only / bias invalid,29058.75,untouched,0,0,0,0,128.0,0,0
1788387509000,ASIA,2026-09-02,OR-L,OR-L,C,C,target_only,29042.75,untouched,0,0,0,0,144.0,0,0
1788389456000,ASIA,2026-09-02,VWAP+1σ,VWAP*,A,A,fade,29199.68,ambiguous_horizon,16,5,7,4,18.43000000000029,18.56999999999971,0.0
1788389456000,ASIA,2026-09-02,ONH,ONH,A,A,sweep,29208.75,ambiguous_horizon,15,4,9,2,27.5,4.25,-8.25
1788389456000,ASIA,2026-09-02,OB(bull)·1h,OB,C,A,confluence,29212.5,ambiguous_horizon,13,5,6,2,31.25,0.5,-12.0
1788389456000,ASIA,2026-09-02,OR-H,OR-H,C,C,target,29102.0,break,3,1,2,0,79.25,27.0,-5.75
1788389456000,ASIA,2026-09-02,RTH-L,RTH-L,A,A,react,29001.75,untouched,0,0,0,0,179.5,0,0
1788390282000,ASIA,2026-09-02,VWAP,VWAP*,A,A,magnet mean-revert,29183.59,ambiguous_horizon,19,5,4,10,1.3400000000001455,4.9099999999998545,-9.590000000000146
1788390282000,ASIA,2026-09-02,FVG·4h (HTF),FVG,A,A,target,29346.88,hold,4,2,2,0,164.63000000000102,10.869999999998981,-27.63000000000102
1788391265000,ASIA,2026-09-02,VWAP+1σ,VWAP*,A,A,fade,29197.57,ambiguous_horizon,16,7,5,4,26.56999999999971,20.68000000000029,0.0
1788392613000,ASIA,2026-09-02,VWAP,VWAP*,A,A,fade_back,29181.64,break,18,3,8,7,6.860000000000582,32.13999999999942,-7.110000000000582
1788393759000,ASIA,2026-09-02,ONH,ONH,A,A,liquidity_break,29218.25,ambiguous_horizon,15,6,4,5,32.0,16.75,-5.5
1788397555000,ASIA,2026-09-02,ONL,ONL,A,A,liquidity/target,29141.25,hold,10,3,5,2,37.5,8.25,-17.75
1788397555000,ASIA,2026-09-02,Demand·1h (HTF),DEMAND,A,A,target_only,29076.5,hold,2,2,0,0,102.25,0.0,-20.25
1788397555000,ASIA,2026-09-02,VWAP−1σ,VWAP*,A,A,fade/reject,29157.03,hold,11,3,8,0,21.720000000001164,0.0,-19.220000000001164
1788397555000,ASIA,2026-09-02,SWG-L·5m,SWG-L,A,A,stop reference,29167.0,hold,16,7,6,3,11.75,3.5,-19.25
1788397555000,ASIA,2026-09-02,VWAP,VWAP*,A,A,fade/reject,29175.66,hold,17,5,7,5,3.0900000000001455,12.159999999999854,-20.590000000000146
1788397555000,ASIA,2026-09-02,SWG-H·5m,SWG-H,A,A,stop reference,29189.25,hold,15,6,4,5,10.5,11.25,-23.0
1788397555000,ASIA,2026-09-02,VWAP+1σ,VWAP*,A,A,invalidation,29194.3,hold,15,8,3,4,15.549999999999272,6.200000000000728,-28.049999999999272
1788397555000,ASIA,2026-09-02,OB(bull)·1h,OB,C,C,confluence only,29324.5,break,8,3,5,0,145.75,35.25,-10.75
1788399500000,ASIA,2026-09-02,VWAP,VWAP*,A,A,breakdown trigger / target,29176.29,break,13,3,5,5,1.4599999999991269,18.709999999999127,-3.040000000000873
1788399500000,ASIA,2026-09-02,VWAP−1σ,VWAP*,A,A,target,29159.39,hold,10,2,6,2,18.360000000000582,3.139999999999418,-16.860000000000582
1788399500000,ASIA,2026-09-02,VWAP+1σ,VWAP*,A,A,reject reference,29193.19,hold,13,5,3,5,15.43999999999869,1.3100000000013097,-16.68999999999869
1788399500000,ASIA,2026-09-02,SWG-H·5m,SWG-H,A,A,reject trigger,29200.5,break,15,5,8,2,22.75,28.25,-1.0
1788399500000,ASIA,2026-09-02,SWG-H·15m,SWG-H,A,A,reject reference,29208.75,break,14,4,9,1,31.0,20.0,-5.25
1788400983000,ASIA,2026-09-02,VWAP+1σ,VWAP*,A,A,mean-revert resistance / short target,29193.38,hold,13,5,3,5,46.63000000000102,1.1199999999989814,-16.88000000000102
1788400983000,ASIA,2026-09-02,POC,POC,A,A,mean-revert magnet / target,29159.02,break,9,2,5,2,12.270000000000437,24.479999999999563,-1.0200000000004366
1788400983000,ASIA,2026-09-02,pdVWAP,pdVWAP,A,A,mean-revert long reference,29113.9,break,8,4,2,2,32.849999999998545,27.900000000001455,-1.3499999999985448
1788402718000,ASIA,2026-09-02,VWAP+1σ,VWAP*,A,A,watch,29191.25,ambiguous_horizon,10,4,3,3,3.5,20.75,-3.0
1788402718000,ASIA,2026-09-02,SWG-H·5m,SWG-H,A,A,fade,29199.5,break,13,4,6,3,11.75,29.25,-4.0
1788402718000,ASIA,2026-09-02,VWAP+2σ,VWAP*,A,A,watch,29208.63,break,14,4,9,1,20.88000000000102,20.11999999999898,-5.130000000001019
1788402718000,ASIA,2026-09-02,VWAP,VWAP*,A,A,watch,29173.88,ambiguous_horizon,10,1,3,6,13.869999999998981,6.380000000001019,-16.11999999999898
1788402718000,ASIA,2026-09-02,VWAP−1σ,VWAP*,A,A,watch,29156.5,break,8,2,6,0,31.25,21.5,-4.75
1788402718000,ASIA,2026-09-02,SWG-L·5m,SWG-L,A,A,watch,29141.25,break,9,2,5,2,46.5,24.75,-8.0
1788402718000,ASIA,2026-09-02,ONL,ONL,A,A,watch,29132.5,break,12,6,4,2,55.25,27.25,-1.75
1788403797000,ASIA,2026-09-02,VWAP+2σ,VWAP*,A,A,fade,29208.69,break,14,4,9,1,25.93999999999869,20.06000000000131,-5.18999999999869
1788403797000,ASIA,2026-09-02,VWAP+1σ,VWAP*,A,A,target,29191.51,ambiguous_horizon,10,4,3,3,8.7599999999984,20.4900000000016,-3.2599999999983993
1788403797000,ASIA,2026-09-02,VWAP,VWAP*,A,A,target,29174.34,break,8,0,3,5,8.409999999999854,18.340000000000146,-3.1599999999998545
1788403797000,ASIA,2026-09-02,SWG-L·5m,SWG-L,A,A,target,29157.25,break,8,2,6,0,25.5,22.25,-10.75
1788403797000,ASIA,2026-09-02,iFVG(bear)·4h,IFVG,A,A,target,29004.5,untouched,0,0,0,0,178.25,0,0
1788405162000,ASIA,2026-09-02,SWG-H·5m,SWG-H,A,A,watch,29195.0,break,11,5,3,3,8.75,18.5,0.0
1788405162000,ASIA,2026-09-02,VWAP+2σ,VWAP*,A,A,fade,29208.39,break,14,4,9,1,4.639999999999418,20.360000000000582,-4.889999999999418
1788405162000,ASIA,2026-09-02,SWG-L·5m,SWG-L,A,A,target,29167.5,break,11,4,4,3,36.25,26.5,-1.5
1788405162000,ASIA,2026-09-02,VWAP−2σ,VWAP*,A,A,target,29141.44,break,9,2,5,2,62.31000000000131,24.93999999999869,-7.81000000000131
1788405162000,ASIA,2026-09-02,Demand·1h (HTF),DEMAND,A,A,target,29105.75,break,6,3,2,1,98.0,19.75,-9.5
1788412125000,ASIA,2026-09-02,PDC,PDC,A,A,pivot — range anchor,29207.5,ambiguous_horizon,12,4,7,1,45.5,16.0,-18.5
1788412125000,ASIA,2026-09-02,SWG-H·15m,SWG-H,A,A,first resistance target,29218.25,hold,12,6,4,2,56.25,5.25,-20.5
1788412125000,ASIA,2026-09-02,SWG-L·5m,SWG-L,A,A,short reject,29228.75,hold,12,6,4,2,66.75,0.0,-27.75
1788412125000,ASIA,2026-09-02,SWG-H·5m,SWG-H,A,A,target,29235.0,hold,12,7,5,0,73.0,10.75,-28.0
1788412125000,ASIA,2026-09-02,PDH,PDH,A,A,rejection or breakout gate,29255.0,break,9,6,3,0,93.0,28.5,-0.75
1788412125000,ASIA,2026-09-02,SWG-H·15m,SWG-H,A,A,first support,29200.5,hold,13,5,6,2,38.5,0.0,-24.5
1788412125000,ASIA,2026-09-02,VWAP,VWAP*,A,A,magnet — flip line,29186.14,ambiguous_horizon,10,4,3,3,24.139999999999418,11.860000000000582,-17.639999999999418
1788412125000,ASIA,2026-09-02,Demand·1h,DEMAND,C,C,target confluence,29098.88,break,2,0,2,0,63.11999999999898,23.88000000000102,-8.369999999998981
1788412125000,ASIA,2026-09-02,RTH-L,RTH-L,A,A,sweep-reclaim long,29017.25,untouched,0,0,0,0,144.75,0,0
1788413654000,ASIA,2026-09-02,ONL,ONL,A,A,liquidity_break,29075.0,untouched,0,0,0,0,54.75,0,0
1788413654000,ASIA,2026-09-02,PDL,PDL,A,A,target_only,28927.25,untouched,0,0,0,0,202.5,0,0
1788413654000,ASIA,2026-09-02,VWAP−2σ,VWAP*,A,A,react_zone,29107.02,hold,4,3,0,1,22.729999999999563,0.0,-24.979999999999563
1788413654000,ASIA,2026-09-02,SWG-L·15m,SWG-L,A,A,react_zone,29132.5,hold,11,7,3,1,2.75,11.0,-20.5
1788417293000,LONDON,2026-09-03,VWAP,VWAP*,A,A,magnet / short target,29173.56,ambiguous_horizon,6,1,3,2,9.18999999999869,9.81000000000131,-11.43999999999869
1788417293000,LONDON,2026-09-03,SWG-L·5m,SWG-L,A,A,short target,29162.5,hold,6,3,2,1,20.25,4.25,-30.5
1788417293000,LONDON,2026-09-03,VWAP−1σ,VWAP*,A,A,final short target,29139.1,ambiguous_horizon,9,4,3,2,43.650000000001455,12.099999999998545,-20.150000000001455
1788417293000,LONDON,2026-09-03,SWG-H·5m,SWG-H,A,A,short reject trigger,29204.25,break,14,4,9,1,21.5,29.0,0.0
1788440719000,NY,2026-09-03,ONH,ONH,A,A,liquidity_break — sweep or reclaim only,29293.0,break,7,3,4,0,85.0,51.75,0.0
1788440719000,NY,2026-09-03,VWAP+2σ,VWAP*,A,A,react_zone — fade + flip line,29259.67,hold,7,6,1,0,51.669999999998254,22.830000000001746,-36.919999999998254
1788440719000,NY,2026-09-03,VWAP+1σ,VWAP*,A,A,magnet target,29219.2,break,3,2,1,0,11.200000000000728,27.049999999999272,-13.200000000000728
1788440719000,NY,2026-09-03,VWAP,VWAP*,A,A,mean-revert target,29178.73,untouched,0,0,0,0,29.270000000000437,0,0
1788440719000,NY,2026-09-03,Demand·1h (HTF),DEMAND,A,A,deep confluence target,29144.5,untouched,0,0,0,0,63.5,0,0
1788441344000,LONDON,2026-09-03,VWAP+1σ,VWAP*,A,A,magnet_meanrevert - fade/reject short,29219.97,hold,2,2,0,0,16.529999999998836,19.720000000001164,-25.029999999998836
1788441344000,LONDON,2026-09-03,SWG-H·5m,SWG-H,A,A,react_zone,29187.25,untouched,0,0,0,0,49.25,0,0
1788441344000,LONDON,2026-09-03,VWAP,VWAP*,A,A,magnet_meanrevert - target,29179.57,untouched,0,0,0,0,56.93000000000029,0,0
1788441344000,LONDON,2026-09-03,Demand·1h,DEMAND,A,A,htf react_zone/target,29144.5,untouched,0,0,0,0,92.0,0,0
1788443105000,NY,2026-09-03,OB(bear)·1h,OB,C,C,confluence,29498.5,break,4,0,3,1,155.0,26.5,0.0
1788443105000,NY,2026-09-03,OR-H,OR-H,A,A,reject,29285.0,break,7,5,2,0,58.5,23.0,-2.5
1788443105000,NY,2026-09-03,VWAP+1σ,VWAP*,A,A,mean_revert,29233.08,untouched,0,0,0,0,110.41999999999825,0,0
1788443105000,NY,2026-09-03,OR-L,OR-L,A,A,liquidity_break,29222.75,untouched,0,0,0,0,120.75,0,0
1788444931000,NY,2026-09-03,VWAP+2σ,VWAP*,A,A,react,29351.05,hold,2,1,1,0,35.29999999999927,0.7000000000007276,-23.049999999999272
1788444931000,NY,2026-09-03,VWAP,VWAP*,A,A,invalid,29217.09,untouched,0,0,0,0,98.65999999999985,0,0
1788444931000,NY,2026-09-03,VWAP−1σ,VWAP*,A,A,target,29150.11,untouched,0,0,0,0,165.63999999999942,0,0
1788446673000,NY,2026-09-03,SWG-H·5m,SWG-H,A,A,reject,29375.25,break,1,0,1,0,77.0,29.75,0.0
1788446673000,NY,2026-09-03,VWAP+1σ,VWAP*,A,A,breakout,29303.68,break,1,0,1,0,5.430000000000291,37.81999999999971,-57.68000000000029
1788446673000,NY,2026-09-03,SWG-H·5m,SWG-H,A,A,retest,29260.0,hold,1,1,0,0,38.25,0.0,-54.0
1788448485000,NY,2026-09-03,EQL·15m (HTF),EQL,A,A,reclaim/break trigger,29435.75,untouched,0,0,0,0,35.25,0,0
1788448485000,NY,2026-09-03,EQH·15m (HTF),EQH,A,A,fade/target,29445.5,untouched,0,0,0,0,25.5,0,0
1788448485000,NY,2026-09-03,EQL·1h (HTF),EQL,A,A,target,29455.0,hold,1,1,0,0,16.0,0.0,-29.75
1788448485000,NY,2026-09-03,Supply·1h,SUPPLY,C,C,confluence/target,29539.38,hold,6,3,1,2,68.38000000000102,4.369999999998981,-24.13000000000102
1788448485000,NY,2026-09-03,VWAP+2σ,VWAP*,A,A,support/target,29406.28,untouched,0,0,0,0,64.72000000000116,0,0
1788448485000,NY,2026-09-03,SWG-H·5m,SWG-H,A,A,support/target,29364.75,untouched,0,0,0,0,106.25,0,0
1788448485000,NY,2026-09-03,VWAP+1σ,VWAP*,A,A,magnet/target,29326.74,untouched,0,0,0,0,144.2599999999984,0,0
1788450597000,NY,2026-09-03,EQH·15m,EQH,A,A,reclaim trigger — accept only on a 5m close above,29517.0,hold,11,2,2,7,1.5,0.0,-22.5
1788450597000,NY,2026-09-03,EQL·1h,EQL,A,A,target / runner hurdle,29526.5,ambiguous_horizon,7,3,0,4,11.0,13.0,-14.0
1788450597000,NY,2026-09-03,VWAP+2σ,VWAP*,A,A,premium support — arm first-touch long,29481.05,hold,1,1,0,0,34.45000000000073,5.049999999999272,-26.700000000000728
1788450597000,NY,2026-09-03,SWG-H·5m,SWG-H,A,A,supply re-test fade,29543.75,hold,3,1,1,1,28.25,0.0,-18.25
1788450597000,NY,2026-09-03,OB(bear)·1h,OB,C,C,flip trigger — must hold above,29502.88,break,6,0,4,2,12.619999999998981,18.38000000000102,-0.6199999999989814
1788450597000,NY,2026-09-03,Supply·1h,SUPPLY,C,C,stretch runner cap,29619.5,untouched,0,0,0,0,104.0,0,0
1788452873000,NY,2026-09-03,EQH·15m (HTF),EQH,A,A,target,29529.5,ambiguous_horizon,6,2,1,3,32.25,4.75,-13.25
1788452873000,NY,2026-09-03,VWAP+2σ,VWAP*,A,A,reclaim,29512.29,break,7,1,3,3,15.040000000000873,22.709999999999127,0.0
1788452873000,NY,2026-09-03,SWG-L·5m,SWG-L,A,A,invalidate,29502.25,break,4,0,3,1,5.0,23.75,0.0
1788452873000,NY,2026-09-03,EQL·15m (HTF),EQL,A,A,target,29567.0,ambiguous_horizon,4,1,0,3,69.75,12.25,-2.75
1788452873000,NY,2026-09-03,VWAP+1σ,VWAP*,A,A,magnet,29397.11,untouched,0,0,0,0,100.13999999999942,0,0
1788479273000,ASIA,2026-09-03,OB(bull)·4h (HTF),OB,A,A,target,29545.0,ambiguous_horizon,13,4,3,6,35.5,4.25,-10.75
1788479273000,ASIA,2026-09-03,Supply·1h,SUPPLY,C,C,react,29539.38,ambiguous_horizon,12,2,4,6,29.88000000000102,2.6199999999989814,-14.130000000001019
1788479273000,ASIA,2026-09-03,ONH,ONH,A,A,break_reclaim,29513.0,ambiguous_horizon,9,4,1,4,3.5,0.5,-22.0
1788479273000,ASIA,2026-09-03,OB(bear)·1h (HTF),OB,A,A,target,29509.25,ambiguous_horizon,9,5,2,2,0.25,18.25,-3.5
1788479273000,ASIA,2026-09-03,OB(bear)·1h,OB,C,C,confluence,29502.88,ambiguous_horizon,7,3,2,2,6.619999999998981,11.880000000001019,-13.369999999998981
1788479273000,ASIA,2026-09-03,ONL,ONL,A,A,break_reclaim,29481.5,hold,1,1,0,0,28.0,3.75,-17.75
1788479273000,ASIA,2026-09-03,Supply·4h (HTF),SUPPLY,A,A,react,29462.5,untouched,0,0,0,0,47.0,0,0
1788479273000,ASIA,2026-09-03,OB(bull)·1h (HTF),OB,A,A,target,29324.5,untouched,0,0,0,0,185.0,0,0
1788481716000,ASIA,2026-09-03,PDH,PDH,A,A,trend_anchor_reference,29255.0,untouched,0,0,0,0,273.0,0,0
1788481716000,ASIA,2026-09-03,VWAP,VWAP*,A,A,long_reclaim_reference,29503.08,hold,6,3,2,1,24.919999999998254,0.0,-36.669999999998254
1788481716000,ASIA,2026-09-03,ONH,ONH,A,A,breakout_or_sweep_reclaim_reference,29521.25,hold,9,4,4,1,6.75,2.25,-17.0
1788481716000,ASIA,2026-09-03,POC,POC,A,,first_target_magnet,29527.62,ambiguous_horizon,14,6,4,4,0.38000000000101863,8.619999999998981,-6.380000000001019
1788481716000,ASIA,2026-09-03,OB(bear)·1h (HTF),OB,A,,target_only,29577.12,ambiguous_horizon,12,4,5,3,49.11999999999898,1.1300000000010186,-14.119999999998981
1788483215000,ASIA,2026-09-03,SWG-H·15m,SWG-H,A,A,react_zone,29548.0,ambiguous_horizon,15,6,3,6,10.0,0.0,-17.0
1788483215000,ASIA,2026-09-03,ONH,ONH,A,A,liquidity_break,29541.75,ambiguous_horizon,12,3,3,6,3.75,4.75,-9.75
1788483215000,ASIA,2026-09-03,VWAP+1σ,VWAP*,A,A,magnet_meanrevert,29522.22,ambiguous_horizon,9,4,4,1,15.779999999998836,4.720000000001164,-10.029999999998836
1788483215000,ASIA,2026-09-03,SWG-H·5m,SWG-H,A,A,react_zone,29516.75,hold,7,3,3,1,21.25,0.0,-21.25
1788483215000,ASIA,2026-09-03,VWAP,VWAP*,A,A,magnet_meanrevert,29509.18,hold,7,4,2,1,28.81999999999971,7.180000000000291,-30.56999999999971
1788483215000,ASIA,2026-09-03,OB(bull)·1h (HTF),OB,A,A,target_only,29574.38,ambiguous_horizon,13,5,5,3,36.38000000000102,3.8699999999989814,-11.380000000001019
1788485552000,ASIA,2026-09-03,Demand·1h,DEMAND,C,,confluence,29541.12,ambiguous_horizon,11,3,4,4,0.8800000000010186,5.380000000001019,-15.119999999998981
1788485552000,ASIA,2026-09-03,SWG-H·15m,SWG-H,A,A,reject,29585.0,ambiguous_horizon,11,6,2,3,43.0,16.0,0.0
1788485552000,ASIA,2026-09-03,OB(bull)·1h,OB,C,C,confluence,29532.0,hold,9,4,3,2,10.0,8.75,-17.0
1788485552000,ASIA,2026-09-03,VWAP+1σ,VWAP*,A,A,mean_revert,29528.63,hold,11,6,4,1,13.369999999998981,5.380000000001019,-20.36999999999898
1788485552000,ASIA,2026-09-03,SWG-L·5m,SWG-L,A,A,support,29517.5,hold,6,2,3,1,24.5,15.5,-25.25
1788485552000,ASIA,2026-09-03,VWAP−1σ,VWAP*,A,A,magnet,29499.27,hold,5,3,1,1,42.72999999999956,0.020000000000436557,-22.479999999999563
1788500413000,ASIA,2026-09-03,Supply·1h,SUPPLY,C,C,target,29848.75,untouched,0,0,0,0,236.75,0,0
1788500413000,ASIA,2026-09-03,ONH,ONH,A,A,target,29643.5,hold,17,9,3,5,31.5,0.25,-16.25
1788500413000,ASIA,2026-09-03,OB(bull)·1h (HTF),OB,A,A,target,29633.25,ambiguous_horizon,13,5,3,5,21.25,11.0,-14.5
1788500413000,ASIA,2026-09-03,OB(bear)·1h,OB,C,C,confluence,29619.5,ambiguous_horizon,11,3,5,3,7.5,16.0,-2.5
1788500413000,ASIA,2026-09-03,PDH,PDH,A,A,buy,29601.0,hold,8,3,4,1,11.0,9.5,-18.5
1788500413000,ASIA,2026-09-03,RTH-H,RTH-H,A,A,buy,29585.0,ambiguous_horizon,9,6,2,1,27.0,11.25,-3.0
1788500413000,ASIA,2026-09-03,VWAP−1σ,VWAP*,A,A,watch,29509.09,hold,7,4,2,1,102.90999999999985,7.0900000000001455,-30.659999999999854
1788502835000,ASIA,2026-09-03,VWAP+2σ,VWAP*,A,A,fade,29637.52,hold,13,7,4,2,0.47999999999956344,0.47999999999956344,-18.770000000000437
1788502835000,ASIA,2026-09-03,OB(bear)·1h (HTF),OB,A,,target,29652.12,ambiguous_horizon,14,2,7,5,14.119999999998981,6.630000000001019,-9.119999999998981
1788502835000,ASIA,2026-09-03,PDC,PDC,A,A,pivot,29597.25,break,8,3,5,0,40.75,16.0,-15.75
1788502835000,ASIA,2026-09-03,SWG-L·5m,SWG-L,A,A,support,29591.5,break,8,4,4,0,46.5,17.75,0.0
1788502835000,ASIA,2026-09-03,SWG-H·5m,SWG-H,A,A,stop,29579.5,ambiguous_horizon,11,5,5,1,58.5,5.75,-19.0
1788502835000,ASIA,2026-09-03,VWAP,VWAP*,A,A,magnet,29554.2,hold,8,3,4,1,83.79999999999927,21.700000000000728,-36.54999999999927
1788502835000,ASIA,2026-09-03,eVWAP,eVWAP,A,A,magnet,29549.25,hold,11,6,4,1,88.75,0.0,-41.5
1788504075000,LONDON,2026-09-04,OB(bull)·4h,OB,C,C,target,29863.5,untouched,0,0,0,0,256.5,0,0
1788504075000,LONDON,2026-09-04,ONH,ONH,A,A,sweep_fade,29644.25,ambiguous_horizon,15,8,4,3,37.25,8.0,-16.5
1788504075000,LONDON,2026-09-04,EQL·15m (HTF),EQL,A,A,target,29639.5,ambiguous_horizon,12,6,4,2,32.5,12.75,-11.75
1788504075000,LONDON,2026-09-04,SWG-H·15m,SWG-H,A,A,reject_long,29579.5,ambiguous_horizon,11,5,5,1,27.5,5.75,-19.0
1788504075000,LONDON,2026-09-04,VWAP,VWAP*,A,A,stop_ref,29558.34,hold,10,5,4,1,48.659999999999854,25.840000000000146,-32.409999999999854
1788505454000,LONDON,2026-09-04,VWAP,VWAP*,A,A,mean_revert,29561.43,break,10,3,6,1,31.81999999999971,28.93000000000029,-29.31999999999971
1788505454000,LONDON,2026-09-04,VWAP−1σ,VWAP*,A,A,mean_revert,29517.35,hold,6,2,3,1,75.90000000000146,15.349999999998545,-25.400000000001455
1788505454000,LONDON,2026-09-04,OB(bull)·1h (HTF),OB,A,A,target_only,29490.88,hold,3,3,0,0,102.36999999999898,7.630000000001019,-21.61999999999898
1788505454000,LONDON,2026-09-04,VWAP−2σ,VWAP*,A,A,react_zone,29473.28,untouched,0,0,0,0,119.97000000000116,0,0
1788505454000,LONDON,2026-09-04,OB(bull)·1h,OB,C,C,confluence_ref,29611.0,ambiguous_horizon,11,6,4,1,17.75,12.75,-5.0
1788505454000,LONDON,2026-09-04,VWAP+2σ,VWAP*,A,A,react_zone,29649.59,ambiguous_horizon,14,3,5,6,56.340000000000146,9.159999999999854,-6.5900000000001455
